 MC-cycles  Accepted_Steps      Dimensions       Particles      Steplength           alpha          dalpha            beta           dbeta          Energy        Variance            Time
    262144          261895               2               1             0.1             0.1        -23.6601               1               0         2.60048         5.67842       0.0609239
    262144          261814               2               1             0.1            0.12        -16.2957               1               0         2.19697         3.83928       0.0622378
    262144          261732               2               1             0.1            0.14        -11.3777               1               0         1.90348         2.62142       0.0620911
    262144          261601               2               1             0.1            0.16         -8.4805               1               0         1.70373         1.90302       0.0620733
    262144          261513               2               1             0.1            0.18        -6.25147               1               0         1.53815         1.36032       0.0617889
    262144          261356               2               1             0.1             0.2        -5.32645               1               0         1.43563         1.11855       0.0613788
    262144          261319               2               1             0.1            0.22        -4.07109               1               0         1.34227        0.820732       0.0601622
    262144          261191               2               1             0.1            0.24        -3.33755               1               0          1.2817        0.642145       0.0634976
    262144          261072               2               1             0.1            0.26        -2.73428               1               0         1.22431        0.498732       0.0618684
    262144          260939               2               1             0.1            0.28        -2.22081               1               0         1.17836        0.381091       0.0694778
    262144          260856               2               1             0.1             0.3        -1.79192               1               0         1.13912        0.286708        0.061966
    262144          260638               2               1             0.1            0.32        -1.43814               1               0          1.0992         0.21227       0.0623971
    262144          260478               2               1             0.1            0.34        -1.15379               1               0         1.07499        0.155069       0.0622626
    262144          260340               2               1             0.1            0.36        -0.93321               1               0         1.05154        0.112359       0.0622354
    262144          260181               2               1             0.1            0.38       -0.730477               1               0          1.0367       0.0771384       0.0622117
    262144          259964               2               1             0.1             0.4       -0.548692               1               0         1.02346       0.0493823       0.0622304
    262144          259871               2               1             0.1            0.42       -0.409558               1               0         1.01413       0.0301435       0.0623456
    262144          259683               2               1             0.1            0.44       -0.291544               1               0         1.00757       0.0164431       0.0654514
    262144          259588               2               1             0.1            0.46       -0.179065               1               0          1.0034      0.00687608       0.0622874
    262144          259442               2               1             0.1            0.48      -0.0839678               1               0         1.00078      0.00164577       0.0623068
    262144          259264               2               1             0.1             0.5     4.44089e-16               1               0               1               0       0.0620163
    262144          259079               2               1             0.1            0.52       0.0762766               1               0         1.00086      0.00155604       0.0622724
    262144          258786               2               1             0.1            0.54        0.143276               1               0         1.00311       0.0059603       0.0621837
    262144          258737               2               1             0.1            0.56        0.203511               1               0         1.00668       0.0129433       0.0621374
    262144          258526               2               1             0.1            0.58        0.257068               1               0         1.01166       0.0222107       0.0621918
    262144          258230               2               1             0.1             0.6        0.309092               1               0         1.01559       0.0340001       0.0621125
    262144          258040               2               1             0.1            0.62        0.346586               1               0         1.02479       0.0465812       0.0622511
    262144          257834               2               1             0.1            0.64        0.384988               1               0         1.03243       0.0614441       0.0627928
    262144          257783               2               1             0.1            0.66         0.43298               1               0         1.03749       0.0803611       0.0621072
    262144          257408               2               1             0.1            0.68        0.463405               1               0         1.04722       0.0984271       0.0621997
    262144          257337               2               1             0.1             0.7         0.48602               1               0         1.05837        0.116645       0.0619779
    262144          257137               2               1             0.1            0.72        0.511849               1               0         1.06808         0.13738       0.0618753
    262144          256862               2               1             0.1            0.74        0.536815               1               0         1.07924        0.159756       0.0616479
    262144          256795               2               1             0.1            0.76        0.568142               1               0         1.08987        0.186123       0.0601929
    262144          256320               2               1             0.1            0.78        0.596241               1               0         1.09552        0.213693       0.0595562
    262144          256129               2               1             0.1             0.8        0.608495               1               0         1.11331        0.237313       0.0602302
    262144          255968               2               1             0.1            0.82        0.631023               1               0         1.12368        0.266544       0.0596428
    262144          255809               2               1             0.1            0.84        0.644048               1               0         1.13737        0.293428       0.0602512
    262144          255491               2               1             0.1            0.86        0.664802               1               0         1.14849        0.325487       0.0601099
    262144          255243               2               1             0.1            0.88        0.670584               1               0         1.16532        0.351655       0.0599159
    262144          255086               2               1             0.1             0.9        0.695582               1               0         1.17745        0.389526       0.0596582
    262144          254799               2               1             0.1            0.92         0.71595               1               0         1.18775        0.426993       0.0596686
    262144          254495               2               1             0.1            0.94        0.730963               1               0         1.20267        0.463138       0.0598366
    262144          254260               2               1             0.1            0.96        0.726018               1               0         1.22067        0.487594        0.059823
    262144          254149               2               1             0.1            0.98        0.735688               1               0         1.23677        0.522633       0.0596681
    262144          253663               2               1             0.1               1         0.75787               1               0         1.25108        0.568402       0.0598691
