 MC-cycles  Accepted_Steps      Dimensions       Particles      Steplength           alpha          dalpha            beta           dbeta          Energy        Variance            Time
    262144          262126               1             100            0.01             0.3        -88.8697               1               0         56.6097         14.2192         3.91907
    262144          262105               1             100            0.01         0.38887        -31.8653               1               0         51.5836         3.14767          3.9022
    262144          262096               1             100            0.01        0.420735         -19.887               1               0         50.7718         1.45139         3.98985
    262144          262090               1             100            0.01        0.440622        -14.5122               1               0         50.4044        0.810536         3.84922
    262144          262091               1             100            0.01        0.455134        -9.99364               1               0         50.2385        0.428256         3.74772
    262144          262080               1             100            0.01        0.465128        -7.99847               1               0         50.1408        0.269197         3.89324
    262144          262087               1             100            0.01        0.473126        -5.80588               1               0         50.0731        0.151833         3.94906
    262144          262093               1             100            0.01        0.478932        -4.51884               1               0          50.045       0.0931965         3.88498
    262144          262087               1             100            0.01        0.483451        -3.46591               1               0         50.0251       0.0564081         3.77776
    262144          262087               1             100            0.01        0.486917        -2.68574               1               0         50.0207       0.0346779         3.91584
    262144          262089               1             100            0.01        0.489603        -2.13514               1               0         50.0097        0.021969          3.8913
    262144          262096               1             100            0.01        0.491738        -1.75275               1               0         50.0062       0.0143619         3.93529
    262144          262095               1             100            0.01        0.493491        -1.30852               1               0         50.0031      0.00846225         3.96716
    262144          262084               1             100            0.01        0.494799        -1.05666               1               0          50.002      0.00546699         3.81673
    262144          262085               1             100            0.01        0.495856       -0.840553               1               0         50.0014      0.00346904         4.01097
    262144          262085               1             100            0.01        0.496696       -0.674387               1               0         50.0017      0.00222062         3.96073
    262144          262080               1             100            0.01        0.497371       -0.552951               1               0         50.0007      0.00145006         4.04295
    262144          262099               1             100            0.01        0.497924       -0.404182               1               0         50.0012     0.000837489         4.16541
    262144          262085               1             100            0.01        0.498328       -0.342079               1               0         50.0001     0.000571064         3.88527
    262144          262083               1             100            0.01         0.49867       -0.273108               1               0         50.0008      0.00036278         3.80377
    262144          262087               1             100            0.01        0.498943       -0.216742               1               0              50     0.000228854         4.01365
    262144          262085               1             100            0.01         0.49916       -0.168377               1               0         50.0005     0.000141361         4.06214
    262144          262094               1             100            0.01        0.499328       -0.138929               1               0         49.9999     9.32814e-05         4.04718
    262144          262077               1             100            0.01        0.499467       -0.108944               1               0         50.0002     5.80309e-05         3.92071
    262144          262074               1             100            0.01        0.499576      -0.0870298               1               0         50.0001     3.68858e-05          3.8722
    262144          262086               1             100            0.01        0.499663      -0.0668392               1               0              50     2.25159e-05         3.94176
    262144          262074               1             100            0.01         0.49973      -0.0528463               1               0              50     1.42722e-05         3.86472
    262144          262085               1             100            0.01        0.499783      -0.0427644               1               0              50      9.2902e-06         3.95004
    262144          262079               1             100            0.01        0.499825       -0.035606               1               0              50     6.21314e-06         3.95919
    262144          262079               1             100            0.01        0.499861      -0.0283506               1               0         50.0001     3.93803e-06          3.9629
    262144          262075               1             100            0.01        0.499889      -0.0224329               1               0              50     2.48012e-06         4.08851
    262144          262084               1             100            0.01        0.499912      -0.0171231               1               0              50     1.50912e-06         4.11385
    262144          262099               1             100            0.01        0.499929      -0.0135067               1               0              50     9.59114e-07         3.99226
    262144          262080               1             100            0.01        0.499942      -0.0117948               1               0              50     6.78269e-07          3.9715
    262144          262096               1             100            0.01        0.499954     -0.00886147               1               0              50     4.05084e-07         3.92693
    262144          262079               1             100            0.01        0.499963      -0.0074552               1               0              50     2.74874e-07         4.20261
    262144          262092               1             100            0.01        0.499971     -0.00591343               1               0              50     1.73913e-07         3.93854
    262144          262081               1             100            0.01        0.499977     -0.00483801               1               0              50     1.13643e-07         3.90896
    262144          262085               1             100            0.01        0.499981     -0.00372863               1               0              50     6.97219e-08         3.93647
    262144          262084               1             100            0.01        0.499985     -0.00300536               1               0              50     4.48208e-08         3.93567
    262144          262082               1             100            0.01        0.499988      -0.0023858               1               0              50     2.83835e-08         3.93258
    262144          262085               1             100            0.01         0.49999     -0.00191058               1               0              50     1.81617e-08         3.98231
    262144          262099               1             100            0.01        0.499992     -0.00150083               1               0              50     1.14505e-08         3.85344
    262144          262091               1             100            0.01        0.499994     -0.00123402               1               0              50     7.53471e-09         3.90174
    262144          262084               1             100            0.01        0.499995    -0.000988407               1               0              50     4.90081e-09         3.83035
    262144          262093               1             100            0.01        0.499996    -0.000795293               1               0              50     3.10411e-09         3.80763
    262144          262081               1             100            0.01        0.499997    -0.000613741               1               0              50     1.82717e-09         3.79198
    262144          262079               1             100            0.01        0.499998    -0.000505848               1               0              50     1.18689e-09         3.85099
    262144          262087               1             100            0.01        0.499998    -0.000404947               1               0              50     6.74845e-10         3.79369
    262144          262079               1             100            0.01        0.499998    -0.000312353               1               0              50     4.77939e-10          3.7866
    262144          262095               1             100            0.01        0.499999    -0.000258321               1               0              50     3.13321e-10         3.77462
    262144          262085               1             100            0.01        0.499999      -0.0002035               1               0              50     1.86446e-10         3.86094
    262144          262071               1             100            0.01        0.499999    -0.000160295               1               0              50     5.91172e-11         3.87174
    262144          262086               1             100            0.01        0.499999     -0.00013094               1               0              50      1.5325e-10         3.86239
