 MC-cycles  Accepted_Steps      Dimensions       Particles      Steplength           alpha          dalpha            beta           dbeta          Energy        Variance            Time
    262144          262117               1             500            0.01             0.3        -445.754               1               0         283.798         71.3206         19.1676
    262144          262101               1             500            0.01        0.389151        -162.196               1               0         257.976         15.9863          18.662
    262144          262101               1             500            0.01         0.42159        -100.847               1               0           253.6         7.28737         18.6676
    262144          262088               1             500            0.01        0.441759        -69.6776               1               0          251.93         3.82174         18.6564
    262144          262096               1             500            0.01        0.455695        -52.1461               1               0         251.103         2.20799         19.1511
    262144          262080               1             500            0.01        0.466124        -37.7167               1               0         250.618         1.23441         18.8539
    262144          262081               1             500            0.01        0.473667        -27.8687               1               0         250.355        0.714535          18.638
    262144          262087               1             500            0.01        0.479241         -22.833               1               0         250.221        0.464151         18.6261
    262144          262097               1             500            0.01        0.483808        -18.0365               1               0         250.148        0.287326         18.6341
    262144          262086               1             500            0.01        0.487415        -13.0935               1               0         250.084        0.162709         19.0285
    262144          262084               1             500            0.01        0.490034        -10.5282               1               0         250.057        0.103883          18.845
    262144          262095               1             500            0.01        0.492139        -8.28891               1               0         250.032       0.0646453         18.6567
    262144          262093               1             500            0.01        0.493797        -6.42954               1               0         250.013       0.0396352         18.6559
    262144          262078               1             500            0.01        0.495083        -5.08739               1               0          250.01       0.0248923         18.6606
    262144          262089               1             500            0.01          0.4961         -3.9967               1               0         250.009       0.0155249         19.0808
    262144          262070               1             500            0.01          0.4969        -3.13906               1               0         250.002      0.00970185         19.1742
    262144          262083               1             500            0.01        0.497528         -2.5337               1               0         250.003      0.00624906         18.8037
    262144          262084               1             500            0.01        0.498034        -1.99671               1               0         250.003      0.00391732         18.6498
    262144          262094               1             500            0.01        0.498434        -1.61162               1               0         250.001      0.00252049         18.6535
    262144          262084               1             500            0.01        0.498756        -1.24667               1               0         250.002      0.00154902         18.6482
    262144          262102               1             500            0.01        0.499005        -1.03541               1               0         250.001      0.00102895         18.6537
    262144          262074               1             500            0.01        0.499212       -0.794569               1               0         250.001     0.000625363         18.7257
    262144          262085               1             500            0.01        0.499371       -0.630044               1               0         249.999     0.000395888         19.2959
    262144          262087               1             500            0.01        0.499497       -0.510055               1               0             250     0.000256298         18.9495
    262144          262083               1             500            0.01        0.499599       -0.404096               1               0             250     0.000161869         18.6257
    262144          262083               1             500            0.01         0.49968       -0.323534               1               0             250      0.00010347         18.6267
    262144          262075               1             500            0.01        0.499745       -0.264967               1               0             250     6.76042e-05         18.6486
    262144          262065               1             500            0.01        0.499798       -0.206036               1               0             250     4.16557e-05         18.6338
    262144          262084               1             500            0.01        0.499839       -0.160504               1               0             250     2.58403e-05         18.6437
    262144          262082               1             500            0.01        0.499871       -0.129534               1               0             250     1.66993e-05         18.6426
    262144          262081               1             500            0.01        0.499897       -0.104231               1               0             250     1.07338e-05         18.6352
    262144          262092               1             500            0.01        0.499918      -0.0808295               1               0             250     6.64102e-06         18.6324
    262144          262063               1             500            0.01        0.499934      -0.0681538               1               0             250     4.49771e-06         18.6435
    262144          262081               1             500            0.01        0.499948      -0.0518065               1               0             250     2.70986e-06         18.6266
    262144          262087               1             500            0.01        0.499958      -0.0416313               1               0             250     1.74785e-06         18.6362
    262144          262097               1             500            0.01        0.499966      -0.0335747               1               0             250     1.13185e-06         18.6227
    262144          262075               1             500            0.01        0.499973      -0.0272969               1               0             250     7.34035e-07         18.6285
    262144          262066               1             500            0.01        0.499979      -0.0219775               1               0             250     4.70114e-07         18.6286
    262144          262099               1             500            0.01        0.499983      -0.0175025               1               0             250     3.01581e-07         18.6385
    262144          262092               1             500            0.01        0.499986      -0.0131857               1               0             250     1.79592e-07         18.6294
    262144          262074               1             500            0.01        0.499989      -0.0109804               1               0             250     1.20228e-07         18.6319
    262144          262085               1             500            0.01        0.499991     -0.00881611               1               0             250     7.97663e-08         18.6406
    262144          262082               1             500            0.01        0.499993     -0.00721362               1               0             250     5.29617e-08         18.6334
    262144          262096               1             500            0.01        0.499994      -0.0055583               1               0             250     3.21088e-08         18.6356
