 MC-cycles  Accepted_Steps      Dimensions       Particles      Steplength           alpha          dalpha            beta           dbeta          Energy        Variance            Time
    262144          259117               3             100             0.1             0.1        -4230.27               1        -132.615         395.548         1015.27         2.41386
    262144          258672               3             100             0.1            0.12        -2859.64               1        -98.8703         326.612         673.731         2.35056
    262144          258258               3             100             0.1            0.14        -1807.41               1        -88.5233          288.86         416.427         2.43198
    262144          258186               3             100             0.1            0.16        -1953.36               1        -102.806         260.967         438.333         2.38112
    262144          258158               3             100             0.1            0.18        -1117.08               1        -78.5483         232.289         243.077         2.40564
    262144          257580               3             100             0.1             0.2        -922.983               1        -68.5508         218.452         193.826         2.45044
    262144          257563               3             100             0.1            0.22        -823.093               1        -78.3587         204.675         165.936         2.42294
    262144          257271               3             100             0.1            0.24        -629.242               1        -56.5044         192.749         121.066         2.50584
    262144          256714               3             100             0.1            0.26        -601.226               1        -62.0006         184.094         109.664         2.47217
    262144          257051               3             100             0.1            0.28        -515.073               1          -63.97         175.669         88.3866         2.30179
    262144          256513               3             100             0.1             0.3        -400.946               1        -53.8293         172.184         64.1513         2.30096
    262144          256529               3             100             0.1            0.32        -455.658               1        -57.0311          165.73         67.2551         2.31599
    262144          256442               3             100             0.1            0.34        -315.668               1        -42.1361         161.495         42.4258         2.43087
    262144          255773               3             100             0.1            0.36        -310.988               1        -50.8364         158.876          37.443         2.34759
    262144          256037               3             100             0.1            0.38        -224.364               1        -35.4313         155.975         23.6928         2.72547
    262144          255862               3             100             0.1             0.4        -183.593               1        -28.8662         154.131         16.5234         2.44291
    262144          255661               3             100             0.1            0.42        -143.695               1        -25.6641         152.302          10.576         2.43527
    262144          255468               3             100             0.1            0.44        -114.532               1        -19.7993         151.355         6.45962          2.4076
    262144          255214               3             100             0.1            0.46        -73.2615               1         -14.788         150.556         2.81324         2.30376
    262144          255153               3             100             0.1            0.48        -39.5342               1        -8.11121         150.245         0.77487         2.30423
    262144          254951               3             100             0.1             0.5     4.51109e-10               1      8.2764e-11             150               0         2.34612
    262144          254900               3             100             0.1            0.52         35.0701               1         7.74229         150.121         0.71543         2.42936
    262144          254399               3             100             0.1            0.54         65.5844               1         15.5142         150.401         2.72831         2.30439
    262144          254420               3             100             0.1            0.56         94.4178               1         24.0441         150.853         6.00497         2.33674
    262144          254487               3             100             0.1            0.58         130.938               1         32.3193         151.423          11.313         2.41547
    262144          254260               3             100             0.1             0.6         173.284               1         42.4023         152.575         19.0613         2.31693
    262144          254243               3             100             0.1            0.62         208.247               1         56.8118         152.875         27.9883         2.41496
    262144          254118               3             100             0.1            0.64         243.075               1         66.2728         154.297         38.7947         2.45763
    262144          253994               3             100             0.1            0.66         239.253               1         65.5304         155.533         44.4053         2.36469
    262144          254015               3             100             0.1            0.68         312.313               1         90.9973         156.564         66.3353         2.41906
    262144          253515               3             100             0.1             0.7         361.448               1         109.683         158.441         86.7474         2.35949
