 MC-cycles  Accepted_Steps      Dimensions       Particles      Steplength           alpha          dalpha            beta           dbeta          Energy        Variance            Time
    262144          258900               3             500             0.1             0.1        -14169.1               1        -495.739         1952.74         3400.59         12.1891
    262144          258708               3             500             0.1            0.12          -12219               1        -388.421         1659.56         2878.81         11.8109
    262144          258580               3             500             0.1            0.14        -12313.1               1        -529.946          1453.5         2836.94         11.5401
    262144          257917               3             500             0.1            0.16        -11098.7               1        -545.351         1297.66         2490.55         11.9428
    262144          257884               3             500             0.1            0.18        -12974.9               1        -833.737          1174.2         2823.34         11.8204
    262144          257678               3             500             0.1             0.2        -12042.3               1        -733.643         1094.84         2528.89         12.1225
    262144          256877               3             500             0.1            0.22        -11183.2               1        -775.541         1019.33         2254.54         12.1537
    262144          257122               3             500             0.1            0.24        -12128.4               1        -1009.83         961.666         2333.51          11.984
    262144          257306               3             500             0.1            0.26        -10699.4               1        -946.427         919.865         1951.56         11.8627
    262144          256593               3             500             0.1            0.28        -9982.92               1        -895.971         883.546         1713.07         11.8241
    262144          256697               3             500             0.1             0.3        -8905.39               1        -892.271         855.962         1424.86         11.7286
    262144          256609               3             500             0.1            0.32        -8999.93               1        -940.818         830.564         1328.39         11.6947
    262144          256412               3             500             0.1            0.34        -7361.55               1        -865.422         810.401         989.393         11.5455
    262144          256334               3             500             0.1            0.36        -6696.06               1        -853.311         793.254         806.206         11.9425
    262144          255796               3             500             0.1            0.38        -5341.37               1         -709.62         780.185         564.048         11.7875
    262144          255593               3             500             0.1             0.4        -4766.85               1        -657.885         769.933         429.016         11.7305
    262144          255440               3             500             0.1            0.42        -3925.17               1        -526.029         762.289         288.892          11.976
    262144          255251               3             500             0.1            0.44        -2858.73               1         -414.37         757.056         161.232         11.9196
    262144          255513               3             500             0.1            0.46         -1894.4               1        -294.669         753.079         72.7448         11.9629
    262144          255234               3             500             0.1            0.48        -981.363               1        -159.934         751.006         19.2347         12.1668
    262144          254900               3             500             0.1             0.5     -6.0536e-09               1     2.35741e-09             750               0         11.9892
    262144          255501               3             500             0.1            0.52         1027.81               1         177.281         750.243         20.9673         11.9076
    262144          254640               3             500             0.1            0.54         2010.51               1         359.816         751.516         83.6372         12.2101
    262144          254579               3             500             0.1            0.56         3027.94               1         599.907         754.252         192.577         11.8827
