 MC-cycles  Accepted_Steps      Dimensions       Particles      Steplength           alpha          dalpha            beta           dbeta          Energy        Variance            Time
    262144          260701               1              10             0.1             0.1        -94.9131               1               0         11.8875         22.7792        0.184206
    262144          260567               1              10             0.1            0.12        -76.7873               1               0         10.5645         18.0911        0.181902
    262144          260184               1              10             0.1            0.14         -49.796               1               0         9.31144          11.473        0.184939
    262144          259911               1              10             0.1            0.16        -47.6065               1               0         8.21824         10.6829        0.190167
    262144          259856               1              10             0.1            0.18        -35.9755               1               0         7.81643         7.82827        0.178919
    262144          259801               1              10             0.1             0.2        -21.1729               1               0          6.9944         4.44631        0.178951
    262144          259672               1              10             0.1            0.22        -23.7783               1               0          6.7933          4.7937        0.178738
    262144          259336               1              10             0.1            0.24        -19.5644               1               0         6.72791         3.76419        0.178952
    262144          259327               1              10             0.1            0.26        -14.1184               1               0         6.06792         2.57519        0.179073
    262144          259474               1              10             0.1            0.28        -12.2532               1               0          5.8829         2.10265        0.177584
    262144          259044               1              10             0.1             0.3        -10.7124               1               0         5.85692         1.71399        0.177194
    262144          259045               1              10             0.1            0.32        -9.40799               1               0         5.66613         1.38862        0.177115
    262144          259007               1              10             0.1            0.34        -6.80208               1               0          5.3945        0.914199        0.178945
    262144          259051               1              10             0.1            0.36        -4.82742               1               0         5.26911        0.581222        0.173931
    262144          259268               1              10             0.1            0.38        -5.27603               1               0         5.22799        0.557149        0.171833
    262144          258761               1              10             0.1             0.4        -4.05036               1               0         5.16823        0.364533        0.178089
    262144          258769               1              10             0.1            0.42         -2.4129               1               0          5.0367        0.177589         0.17944
    262144          258501               1              10             0.1            0.44        -2.14005               1               0         5.05997        0.120699        0.177053
    262144          258564               1              10             0.1            0.46        -1.34553               1               0         5.01685       0.0516685        0.174825
    262144          258501               1              10             0.1            0.48       -0.560926               1               0         5.01445       0.0109941        0.170241
    262144          258216               1              10             0.1             0.5     6.46594e-13               1               0               5               0        0.170846
    262144          258381               1              10             0.1            0.52        0.669507               1               0         4.99779       0.0136579        0.169995
