 MC-cycles  Accepted_Steps      Dimensions       Particles      Steplength           alpha          dalpha            beta           dbeta          Energy        Variance            Time
    262144          262001               1              10             0.1             0.1        -122.751               1               0         13.0415         29.4601        0.394996
    262144          261926               1              10             0.1            0.12        -81.3438               1               0         11.0406         19.1646        0.398694
    262144          261873               1              10             0.1            0.14        -59.8503               1               0         9.63475         13.7895        0.402862
    262144          261792               1              10             0.1            0.16        -44.6969               1               0         8.65497           10.03         0.39432
    262144          261763               1              10             0.1            0.18        -34.1454               1               0         7.87512         7.43004        0.392381
    262144          261710               1              10             0.1             0.2        -26.4721               1               0          7.2535         5.55913        0.393181
    262144          261576               1              10             0.1            0.22         -21.051               1               0         6.82454         4.24388        0.403141
    262144          261504               1              10             0.1            0.24        -16.4209               1               0          6.3983         3.15939        0.400303
    262144          261463               1              10             0.1            0.26        -13.4669               1               0         6.10828         2.45636        0.390726
    262144          261432               1              10             0.1            0.28        -10.9406               1               0         5.85315          1.8774        0.390815
    262144          261253               1              10             0.1             0.3        -8.73239               1               0         5.65247         1.39718        0.386079
    262144          261223               1              10             0.1            0.32        -7.19227               1               0         5.50648         1.06158        0.386709
    262144          261150               1              10             0.1            0.34        -5.81676               1               0         5.37474        0.781772        0.391516
    262144          260999               1              10             0.1            0.36        -4.64363               1               0         5.27664        0.559094        0.390916
    262144          260892               1              10             0.1            0.38        -3.70751               1               0         5.19521        0.391513        0.399055
    262144          260846               1              10             0.1             0.4        -2.86183               1               0         5.13108        0.257564        0.405728
    262144          260727               1              10             0.1            0.42        -2.09679               1               0         5.07701        0.154324        0.400462
    262144          260663               1              10             0.1            0.44        -1.46082               1               0         5.04124       0.0823904        0.402977
    262144          260524               1              10             0.1            0.46       -0.911392               1               0         5.01868       0.0349974        0.403661
    262144          260407               1              10             0.1            0.48       -0.431262               1               0         5.00525      0.00845274        0.394898
    262144          260295               1              10             0.1             0.5     7.81597e-14               1               0               5               0        0.394609
    262144          260111               1              10             0.1            0.52        0.381886               1               0         5.00263      0.00779047        0.390298
    262144          260098               1              10             0.1            0.54         0.71981               1               0         5.01525       0.0299441         0.39389
    262144          259870               1              10             0.1            0.56         1.02671               1               0          5.0309       0.0652989        0.407391
    262144          259779               1              10             0.1            0.58         1.27994               1               0         5.05569        0.110587        0.396669
    262144          259639               1              10             0.1             0.6         1.53702               1               0         5.08225        0.169072        0.395689
    262144          259612               1              10             0.1            0.62         1.76399               1               0         5.11391         0.23708        0.397625
    262144          259375               1              10             0.1            0.64         1.95836               1               0         5.15412        0.312555        0.398305
    262144          259326               1              10             0.1            0.66         2.14681               1               0         5.19086        0.398447         0.40823
    262144          259115               1              10             0.1            0.68         2.31068               1               0         5.23368        0.490788        0.401953
    262144          259086               1              10             0.1             0.7         2.44121               1               0         5.28404        0.585891        0.409299
    262144          259013               1              10             0.1            0.72         2.61376               1               0          5.3359        0.701532        0.407906
    262144          258812               1              10             0.1            0.74         2.70777               1               0         5.39807        0.805833        0.397252
    262144          258606               1              10             0.1            0.76         2.85752               1               0         5.44813        0.936122        0.395107
    262144          258552               1              10             0.1            0.78         2.98238               1               0         5.49354         1.06889        0.396583
    262144          258375               1              10             0.1             0.8         3.04739               1               0         5.55944         1.18848        0.393784
    262144          258261               1              10             0.1            0.82         3.12872               1               0         5.63159         1.32157         0.40278
    262144          258177               1              10             0.1            0.84         3.23611               1               0          5.6899         1.47437        0.406245
    262144          258009               1              10             0.1            0.86         3.34082               1               0         5.75265         1.63567        0.439759
    262144          257733               1              10             0.1            0.88         3.36863               1               0         5.82225         1.76651        0.424071
    262144          257693               1              10             0.1             0.9         3.44787               1               0         5.87613         1.93081        0.433981
    262144          257429               1              10             0.1            0.92         3.51169               1               0          5.9595         2.09437        0.417577
    262144          257368               1              10             0.1            0.94         3.55226               1               0          6.0423         2.25071        0.404519
    262144          257183               1              10             0.1            0.96         3.62078               1               0         6.11463         2.43171        0.405322
    262144          257019               1              10             0.1            0.98         3.70403               1               0         6.17344         2.63134         0.40566
    262144          256901               1              10             0.1               1         3.76011               1               0         6.25268         2.82009        0.408429
    262144          256632               1              10             0.1            1.02         3.79475               1               0         6.32709         2.99937        0.397511
    262144          256460               1              10             0.1            1.04         3.84503               1               0         6.39791         3.19753        0.395888
    262144          256327               1              10             0.1            1.06         3.84527               1               0         6.48704         3.35923        0.396417
    262144          256263               1              10             0.1            1.08         3.94783               1               0         6.55538         3.61779        0.391935
    262144          256073               1              10             0.1             1.1         3.98595               1               0         6.64243         3.82651        0.398479
    262144          255867               1              10             0.1            1.12         4.01713               1               0         6.72001         4.03481        0.397591
    262144          255578               1              10             0.1            1.14         4.01898               1               0         6.80827         4.21833        0.392792
    262144          255524               1              10             0.1            1.16         4.06626               1               0         6.88444           4.455        0.391306
    262144          255310               1              10             0.1            1.18         4.11459               1               0         6.95838         4.70051        0.415884
    262144          255169               1              10             0.1             1.2         4.18991               1               0         7.03845         4.98599        0.408979
    262144          254923               1              10             0.1            1.22         4.15382               1               0         7.13403         5.14409        0.397251
    262144          254916               1              10             0.1            1.24          4.1766               1               0         7.21582         5.37779         0.40409
    262144          254558               1              10             0.1            1.26         4.19298               1               0         7.29874         5.60853        0.410886
    262144          254622               1              10             0.1            1.28         4.22604               1               0         7.38116         5.86743        0.398626
    262144          254281               1              10             0.1             1.3         4.26657               1               0         7.44677         6.14386        0.399727
    262144          254200               1              10             0.1            1.32         4.30831               1               0         7.53474         6.42972        0.404099
    262144          254016               1              10             0.1            1.34         4.28553               1               0         7.64141         6.62372        0.402199
