 MC-cycles  Accepted_Steps      Dimensions       Particles      Steplength           alpha          dalpha            beta           dbeta          Energy        Variance            Time
    262144          261988               1             100             0.1             0.1        -1186.33               1               0         129.852         284.719         3.89593
    262144          261908               1             100             0.1            0.12        -825.902               1               0          110.23         194.583         3.81781
    262144          261855               1             100             0.1            0.14        -580.037               1               0         96.4375          133.64         3.82458
    262144          261780               1             100             0.1            0.16        -438.772               1               0         86.0549         98.4603          3.7683
    262144          261726               1             100             0.1            0.18        -337.964               1               0         78.6085          73.541         3.75795
    262144          261646               1             100             0.1             0.2        -265.488               1               0         72.5683         55.7525         3.76324
    262144          261623               1             100             0.1            0.22        -205.687               1               0         67.8285         41.4666         3.75876
    262144          261493               1             100             0.1            0.24        -167.094               1               0         64.0831         32.1489         3.75687
    262144          261457               1             100             0.1            0.26        -136.301               1               0         61.0688         24.8613         3.75602
    262144          261373               1             100             0.1            0.28        -107.826               1               0         58.6646          18.503         3.76338
    262144          261318               1             100             0.1             0.3        -90.3065               1               0         56.6484          14.449         3.76477
    262144          261164               1             100             0.1            0.32        -72.7232               1               0         55.0554          10.734         3.76152
    262144          261041               1             100             0.1            0.34        -58.3277               1               0         53.7545         7.83924         3.75636
    262144          261016               1             100             0.1            0.36        -46.4401               1               0         52.7088         5.59139          3.7596
    262144          260907               1             100             0.1            0.38        -36.6778               1               0         51.8895         3.87318         3.76515
    262144          260816               1             100             0.1             0.4        -28.2249               1               0         51.2457         2.54024         3.76279
    262144          260685               1             100             0.1            0.42         -21.131               1               0         50.7637         1.55524         3.75693
    262144          260634               1             100             0.1            0.44        -14.6199               1               0         50.4064        0.824562         3.76299
    262144          260542               1             100             0.1            0.46        -9.04204               1               0         50.1713        0.347214         3.76347
    262144          260439               1             100             0.1            0.48        -4.28073               1               0         50.0422       0.0839024         3.75622
    262144          260225               1             100             0.1             0.5     4.82032e-11               1               0              50               0         3.75666
    262144          260145               1             100             0.1            0.52         3.77406               1               0         50.0367       0.0769908         3.76327
    262144          260075               1             100             0.1            0.54         7.18804               1               0         50.1484        0.299022         3.75989
    262144          259818               1             100             0.1            0.56         10.1631               1               0         50.3226        0.646375         3.76256
    262144          259866               1             100             0.1            0.58         13.0408               1               0         50.5404         1.12672         3.75652
    262144          259704               1             100             0.1             0.6         15.4201               1               0         50.8253         1.69621         3.76441
    262144          259499               1             100             0.1            0.62         17.5438               1               0         51.1598         2.35788         3.76445
    262144          259375               1             100             0.1            0.64         19.6202               1               0          51.535         3.13139         3.75905
    262144          259235               1             100             0.1            0.66          21.426               1               0         51.9446         3.97666         3.75704
    262144          259170               1             100             0.1            0.68         23.2302               1               0         52.3679         4.93409         3.76827
    262144          259100               1             100             0.1             0.7         24.7649               1               0         52.8489         5.94357         3.76535
    262144          259001               1             100             0.1            0.72         25.9624               1               0         53.3652         6.96831         3.76339
    262144          258762               1             100             0.1            0.74         27.2533               1               0         53.8985         8.11059         3.75486
    262144          258707               1             100             0.1            0.76         28.7937               1               0         54.3994          9.4328         3.76469
    262144          258498               1             100             0.1            0.78          29.664               1               0         55.0449         10.6316         3.76086
    262144          258293               1             100             0.1             0.8         30.8522               1               0           55.62         12.0324          3.7597
    262144          258226               1             100             0.1            0.82         31.6644               1               0         56.2363          13.375         3.75947
    262144          258092               1             100             0.1            0.84         32.3969               1               0         56.8958           14.76         3.76198
    262144          257857               1             100             0.1            0.86         33.3914               1               0         57.5358         16.3484         3.76647
    262144          257826               1             100             0.1            0.88         33.9238               1               0         58.2134         17.7896          3.7642
    262144          257620               1             100             0.1             0.9         34.6242               1               0         58.9036         19.3896         3.75901
    262144          257368               1             100             0.1            0.92          35.274               1               0         59.5983         21.0374         3.76589
    262144          257171               1             100             0.1            0.94         36.2562               1               0         60.2872         22.9719         3.77348
    262144          257076               1             100             0.1            0.96         36.9151               1               0         61.0214         24.7922         3.75834
    262144          256962               1             100             0.1            0.98         37.3841               1               0         61.7582         26.5576         3.76142
    262144          256881               1             100             0.1               1         37.9661               1               0          62.487         28.4746         3.76303
    262144          256711               1             100             0.1            1.02         38.4008               1               0         63.2588          30.352         3.76138
    262144          256604               1             100             0.1            1.04         38.7031               1               0         64.0202         32.1855         3.76049
    262144          256364               1             100             0.1            1.06         39.3019               1               0         64.7621         34.3342         3.75739
    262144          256321               1             100             0.1            1.08         39.7033               1               0         65.5748         36.3841         3.76102
    262144          256080               1             100             0.1             1.1         40.2851               1               0         66.3372         38.6737         3.76558
    262144          255841               1             100             0.1            1.12         40.4599               1               0         67.1334         40.6379         3.75923
    262144          255693               1             100             0.1            1.14         40.8107               1               0         67.9614         42.8349         3.75805
    262144          255482               1             100             0.1            1.16         40.9764               1               0         68.7177         44.8937         3.76215
    262144          255405               1             100             0.1            1.18         41.0017               1               0         69.5244         46.8404         3.76625
    262144          255129               1             100             0.1             1.2           41.75               1               0         70.4091         49.6825         3.77967
    262144          255065               1             100             0.1            1.22         41.9368               1               0         71.2579         51.9345         3.75712
    262144          254934               1             100             0.1            1.24         42.1241               1               0          72.091          54.239         3.76216
    262144          254751               1             100             0.1            1.26         42.2874               1               0         72.9335         56.5636         3.76304
    262144          254480               1             100             0.1            1.28         42.9617               1               0         73.7457          59.648         3.75974
    262144          254351               1             100             0.1             1.3         42.9122               1               0         74.5818         61.7936         3.75868
    262144          253938               1             100             0.1            1.32         43.2807               1               0          75.454         64.5922         3.76391
    262144          253928               1             100             0.1            1.34         43.4495               1               0         76.3053         67.1555         3.76413
    262144          253751               1             100             0.1            1.36         43.7473               1               0          77.213         69.9782         3.76248
    262144          253517               1             100             0.1            1.38         43.6556               1               0         78.1112         72.2238         3.75887
    262144          253414               1             100             0.1             1.4         44.4405               1               0         78.9389         75.9933         3.75961
    262144          253213               1             100             0.1            1.42         44.0695               1               0         79.8163         77.8444         3.76449
    262144          253175               1             100             0.1            1.44         44.3279               1               0         80.6545         80.8363         3.76042
    262144          252913               1             100             0.1            1.46         44.6435               1               0         81.5655         84.0012          3.7616
    262144          252745               1             100             0.1            1.48         44.8344               1               0         82.4743         86.9967         3.76454
    262144          252336               1             100             0.1             1.5         44.9382               1               0         83.3076         89.8764         3.78982
    262144          252307               1             100             0.1            1.52         44.8411               1               0         84.1684         92.3905         3.75941
    262144          252192               1             100             0.1            1.54         45.2512               1               0          85.113          96.005          3.7619
    262144          251867               1             100             0.1            1.56           45.53               1               0         85.9963         99.4193          3.7692
    262144          251769               1             100             0.1            1.58         45.4052               1               0         86.9243         101.998         3.77081
    262144          251505               1             100             0.1             1.6          45.489               1               0         87.8261          105.08         3.76312
    262144          251036               1             100             0.1            1.62         45.5843               1               0         88.7579         108.235         3.75967
    262144          251237               1             100             0.1            1.64         45.9123               1               0         89.5628         112.008         3.76571
    262144          250786               1             100             0.1            1.66         46.0035               1               0         90.5593         115.266         3.76588
    262144          250798               1             100             0.1            1.68         46.3258               1               0           91.47         119.169          3.7638
    262144          250280               1             100             0.1             1.7         46.0052               1               0           92.33         121.454         3.76243
    262144          250194               1             100             0.1            1.72         46.5379               1               0         93.2973         126.043         3.76551
    262144          250115               1             100             0.1            1.74         46.5477               1               0         94.1828         129.291         3.76616
    262144          249809               1             100             0.1            1.76         46.2268               1               0         95.0931         131.636         3.76422
    262144          249530               1             100             0.1            1.78         46.5258               1               0         96.0169         135.781         3.75961
    262144          249529               1             100             0.1             1.8         46.6138               1               0         96.8977         139.375         3.77492
    262144          249177               1             100             0.1            1.82         46.8752               1               0         97.8568         143.551         3.76339
    262144          249051               1             100             0.1            1.84         46.7794               1               0           98.74         146.681         3.76407
    262144          248852               1             100             0.1            1.86         46.7002               1               0         99.7369         149.889         3.76177
    262144          248504               1             100             0.1            1.88         47.1044               1               0         100.601          154.71         3.76708
    262144          248304               1             100             0.1             1.9         46.7585               1               0         101.581         157.109         3.76726
    262144          248172               1             100             0.1            1.92         47.1283               1               0         102.469         161.952         3.76629
    262144          247859               1             100             0.1            1.94         47.0806               1               0         103.459         165.423         3.76562
    262144          247798               1             100             0.1            1.96         47.1489               1               0         104.371          169.34         3.77192
    262144          247442               1             100             0.1            1.98           47.31               1               0          105.22         173.647         3.76749
    262144          247278               1             100             0.1               2         47.5495               1               0         106.198         178.311         3.76751
    262144          246956               1             100             0.1            2.02         47.2392               1               0         107.173         180.945         3.76282
    262144          246589               1             100             0.1            2.04         47.4561               1               0         108.069         185.629         3.76882
    262144          246760               1             100             0.1            2.06         47.3962               1               0         109.061         189.281         3.76892
    262144          246427               1             100             0.1            2.08         47.6189               1               0         110.039         194.114         3.77091
